ResponseId	Resp_age	Relationship_lenght_month	Cohabitation_lenght_month	Long_term_relationship_yes_no	Grew_up_with_biol_and_nonbiol_yes_no	Grew_up_with_only_one_nonbiol	Biol_in_one_household_after_divorce_yes_no	Biol_in_one_household_after_divorce_yes_no_lenth	Resp_occupation	Resp_sexual_orientation	Grew_up_from_biol	Grew_up_till_biol	Biol_residence	Biol_education	Biol_religion	Biol_policy	Biol_wealth	Biol_profession	Biol_height	Biol_weight	Biol_attractiveness	Biol_masculinity	Biol_eye_colour	Biol_eye_colour_dark_light	Biol_hair_colour	Biol_hair_colour_natural_yes_no	Biol_hair_colour_natural	Biol_facial_masculinity	Biol_beard	Biol_muscularity	Biol_BMI	Biol_relative_height	Biol_body_hair	Biol_Extraversion	Biol_Agreebleness	Biol_Conscientiousness	Biol_Emotional_stability	Biol_Oppeness	Biol_IPIP	Biol_EMBU_rejection	Biol_EMBU_emotional_warmth	Biol_EMBU_overprotection	Nonbiol_EMBU_rejection	Nonbiol_EMBU_emotional_warmth	Nonbiol_EMBU_overprotection	Biol_relationship_quality	Mother_relationship_quality	Part_residence	Part_education	Part_religion	Part_policy	Part_wealth	Part_occupation	Part_profession	Part_height	Part_weight	Part_attractiveness	Part_masculinity	Part_eye_colour	Part_eye_colour_dark_light	Part_hair_colour	Part_hair_colour_natural_yes_no	Part_hair_colour_natural	Part_facial_masculinity	Part_beard	Part_muscularity	Part_BMI	Part_relative_height	Part_body_hair	Part_Extraversion	Part_Agreebleness	Part_Conscientiousness	Part_Emotional_stability	Part_Oppeness	Part_IPIP		Remember_biol_yes_no	Grew_up_from_biol	Grew_up_till_biol	Meeting_biol_after_divorce	Remember_nonbiol_yes_no	Grew_up_from_nonbiol	Grew_up_till_nonbiol	Who_is_considered_as_father_biol_nonbiol	Nonbiol_residence	Nonbiol_education	Nonbiol_religion	Nonbiol_policy	Nonbiol_wealth	Nonbiol_profession	Nonbiol_height	Nonbiol_weight	Nonbiol_attractiveness	Nonbiol_masculinity	Nonbiol_eye_colour	Nonbiol_eye_colour_dark_light	Nonbiol_hair_colour	Nonbiol_hair_colour_natural_yes_no	Nonbiol_hair_colour_natural	Nonbiol_facial_masculinity	Nonbiol_beard	Nonbiol_muscularity	Nonbiol_BMI	Nonbiol_relative_height	Nonbiol_body_hair	Nonbiol_Extraversion	Nonbiol_Agreebleness	Nonbiol_Conscientiousness	Nonbiol_Emotional_stability	Nonbiol_Oppeness	Nonbiol_IPIP	Mother_relationship_quality	Biol_relationship_quality_before_divorce	Biol_relationship_quality_after_divorce	Nonbiol_relationship_quality
R_eyQAO9LKCGN2uXP	34	88	84	1	NA	NA	NA	NA	NA	2	0	23	2	7	7	9	2	4	180	79	6	6	4	2	2	1	NA	3	4	5	4	4	4	13	6	14	10	10	37	9	20	20	NA	NA	NA	16	17	2	7	4	8	2	2	4	190	80	7	6	3	1	7	1	NA	2	1	6	3	2	2	11	12	3	13	14	39		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_8qRluTlGsKCuRE1	25	33	0	1	NA	NA	NA	NA	3	1	0	19	5	3	5	2	3	5	173	75	4	5	2	1	1	1	NA	3	1	4	4	3	4	5	6	8	8	8	40	12	11	14	NA	NA	NA	5	21	1	7	1	8	3	3	2	173	100	3	3	2	1	3	1	NA	4	1	3	5	4	3	10	12	10	8	8	45		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_9AEq9ELZqr4ME97	36	19	9	1	NA	NA	NA	NA	2	6	0	15	1	7	5	6	3	4	185	80	6	5	2	1	2	1	NA	3	3	5	3	3	3	10	6	11	7	12	56	12	11	11	NA	NA	NA	7	18	8	7	6	8	4	2	5	180	70	5	5	4	2	7	1	NA	2	3	2	1	4	1	9	12	11	12	6	34		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_bOQ8DOhHxgRsnM9	31	23	11	1	NA	NA	NA	NA	2	2	0	21	8	2	5	2	3	5	172	83	3	6	3	2	3	1	NA	2	2	4	6	5	4	5	3	8	4	7	49	21	9	25	NA	NA	NA	10	19	1	6	5	3	2	2	5	176	65	6	5	4	2	2	1	NA	2	1	6	3	4	1	7	13	13	13	13	54		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_82nZmQVNcwiTqIZ	34	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_d42kK2N4QpR2Vdb	24	NA	NA	1	NA	NA	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_55Xjvyw9j1SaKlT	24	NA	NA	2	1	1	2	NA	1	2	NA	NA	1	3	5	6	2	2	175	80	5	6	5	2	6	1	NA	2	1	6	4	4	4	7	3	11	10	3	70	22	6	19	8	21	12	NA	NA	1	3	5	4	2	NA	5	188	87	6	6	2	1	2	1	NA	1	2	6	2	1	5	11	13	13	13	7	20		1	0	5	6	1	7	11	4	1	3	5	9	2	5	178	85	5	6	4	2	3	1	NA	3	2	5	3	3	4	13	14	5	14	9	16	16	13	4	16
R_3JzO4y6UK2BgfAN	42	168	120	1	NA	NA	NA	NA	2	1	0	29	5	2	5	6	3	5	182	78	7	6	4	2	3	1	NA	2	2	5	2	1	1	10	14	5	11	10	20	7	19	9	NA	NA	NA	13	21	5	2	5	6	4	2	3	184	75	5	6	5	2	3	1	NA	1	2	5	2	1	1	13	10	8	7	14	26		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_2lb1Fdj2rbuWWbP	24	1	0	1	NA	NA	NA	NA	1	1	0	24	1	7	1	4	2	5	183	80	6	6	5	1	2	1	NA	4	1	4	2	3	2	9	9	14	9	6	42	10	16	20	NA	NA	NA	17	19	3	7	5	5	2	3	4	171	75	5	5	5	1	2	1	NA	2	2	5	3	5	5	13	13	14	12	13	27		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_6D1u2W3Cxd5bNo9	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_8qsTkWBAaCey3U9	25	NA	NA	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_erjF7FkIqI32NX7	21	NA	NA	2	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_71EpsOlKCOn7WIJ	25	NA	NA	2	NA	NA	NA	NA	1	1	0	19	7	2	1	9	4	5	193	75	5	6	2	1	1	1	NA	2	3	4	2	2	3	9	6	5	5	8	56	15	6	11	NA	NA	NA	7	18	2	7	4	6	3	3	4	183	75	6	3	4	1	2	1	NA	4	1	4	1	5	2	11	12	10	10	12	47		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_6Wpgp869JgUCrjv	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_eMemkdfe1SiTto9	25	68	59	1	NA	NA	NA	NA	1	1	0	19	8	2	1	6	4	5	196	120	6	7	2	1	1	1	NA	1	4	6	5	1	5	14	14	13	13	4	17	8	19	20	NA	NA	NA	16	18	1	7	5	6	3	3	4	185	98	7	6	4	2	6	1	NA	2	1	6	3	3	2	13	14	8	13	5	37		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_2uF4F4klEtqPynP	33	70	58	1	NA	NA	NA	NA	2	2	0	18	7	1	5	4	4	5	190	90	4	6	3	1	3	1	NA	2	1	5	5	1	1	9	8	9	12	6	43	8	18	22	NA	NA	NA	16	17	1	3	5	6	3	NA	5	173	65	4	5	2	1	3	1	NA	3	3	4	2	4	2	10	9	10	10	11	34		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_0DMyOh2OHMi6ugJ	37	NA	NA	2	NA	NA	NA	NA	NA	1	0	22	8	3	7	6	3	5	182	87	5	6	4	2	3	1	NA	2	2	4	4	3	3	13	9	9	10	12	67	12	14	25	NA	NA	NA	14	17	1	3	7	5	3	2	1	185	82	6	5	2	1	3	1	NA	3	1	4	2	2	2	14	12	10	13	12	46		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_6VEBqA0I51Zhfr7	22	12	0	1	NA	NA	NA	NA	1	1	0	22	8	7	5	2	3	6	194	92	5	4	2	2	1	1	NA	3	1	3	1	1	1	12	8	9	10	9	42	9	19	14	NA	NA	NA	15	15	3	3	5	8	4	2	5	185	92	4	5	4	2	3	1	NA	3	2	4	4	4	3	6	9	7	12	8	27		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_6tasSktD6S2k5GR	26	56	36	1	NA	NA	NA	NA	2	3	0	20	5	7	5	6	3	3	180	75	5	3	2	1	2	1	NA	4	1	3	4	3	1	5	8	10	8	8	62	10	6	25	NA	NA	NA	6	21	2	7	5	6	3	2	3	175	74	5	5	5	2	3	1	NA	4	1	5	4	4	1	12	14	13	12	10	45		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_7W1GqktoyqgqbLT	25	NA	NA	2	NA	NA	NA	NA	3	4	0	18	6	7	1	4	2	4	179	76	NA	6	4	2	3	1	NA	2	3	5	4	4	3	7	14	13	12	11	41	7	20	20	NA	NA	NA	18	21	3	6	5	4	3	3	4	175	64	5	3	2	1	NA	1	NA	4	2	4	1	4	2	11	10	8	7	13	56		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_5jbsLtclQBNdFgF	23	32	24	1	NA	NA	NA	NA	3	1	0	23	1	7	5	5	2	4	180	98	6	5	2	2	3	1	NA	3	1	3	3	3	2	7	13	12	9	8	37	7	17	15	NA	NA	NA	16	19	1	6	5	7	3	1	4	180	85	6	7	2	1	2	1	NA	2	3	6	3	3	3	6	5	13	12	9	66		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_4TUZypY07HFWu6F	24	60	0	1	NA	NA	NA	NA	3	2	0	19	8	3	7	9	3	5	180	100	4	4	2	1	1	1	NA	3	1	6	4	2	3	9	8	13	14	6	27	14	14	25	NA	NA	NA	14	19	1	7	7	6	2	2	5	180	77	6	5	1	1	2	1	NA	2	2	5	2	4	4	8	13	11	11	10	13		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_74JZmagOZb3WwLj	37	43	40	1	NA	NA	NA	NA	4	2	0	16	1	1	1	9	3	3	172	71	6	5	3	2	2	1	NA	2	1	5	3	2	4	9	8	10	10	9	45	11	10	21	NA	NA	NA	11	17	1	1	7	9	4	2	5	165	65	4	3	3	2	3	1	NA	3	2	3	3	2	2	5	11	10	7	6	28		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_2u7Vz2VVs1ucFzT	25	80	36	1	NA	NA	NA	NA	3	2	0	20	7	3	1	6	2	3	175	77	5	5	2	1	2	1	NA	3	1	5	2	3	2	5	6	5	12	14	44	9	13	14	NA	NA	NA	10	18	1	7	5	6	2	2	2	182	79	6	6	2	1	1	1	NA	2	1	6	3	4	2	7	12	14	14	8	22		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_6J5QCEfwYHnfRZ3	20	56	0	1	1	1	2	NA	1	3	NA	NA	8	3	1	9	2	3	173	80	4	3	4	2	3	1	NA	3	1	4	4	4	1	12	11	10	10	10	45	7	13	9	13	16	9	NA	NA	5	3	5	8	3	2	5	175	82	6	5	2	2	2	1	NA	3	2	5	4	2	1	14	12	8	8	12	62		1	0	5	8	1	6	20	1	8	2	5	9	3	5	175	83	5	5	4	2	2	1	NA	2	2	5	4	4	2	13	6	11	12	11	68	20	16	3	15
R_czPRIZEI10zm5ql	26	80	16	1	NA	NA	NA	NA	3	1	0	25	1	7	7	9	2	3	175	78	5	5	4	2	3	1	NA	3	1	5	3	2	3	14	5	2	7	11	72	17	8	23	NA	NA	NA	4	17	1	7	1	9	3	3	4	180	65	5	5	4	2	6	1	NA	3	1	2	1	1	2	5	12	13	6	11	44		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_6g6y6fOAepud6OF	20	30	12	1	NA	NA	NA	NA	1	1	0	17	5	2	7	9	2	5	188	85	6	6	2	1	2	1	NA	2	2	6	4	2	2	9	9	10	7	10	41	10	18	13	NA	NA	NA	18	19	6	3	3	9	3	3	6	184	75	7	6	2	1	3	1	NA	3	1	5	3	3	1	10	9	12	10	13	52		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_bDAYVtm9EPiFCQd	32	35	28	1	NA	NA	NA	NA	3	2	0	20	5	3	5	2	3	5	187	80	5	5	4	2	6	1	NA	3	2	4	2	2	3	7	3	8	2	4	55	17	6	19	NA	NA	NA	5	21	1	6	4	4	3	2	1	183	80	5	3	2	1	2	1	NA	3	1	3	3	3	2	10	9	9	5	12	26		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_9zzDTj3d2Vm02ot	23	6	0	1	NA	NA	NA	NA	1	1	0	15	5	1	1	9	4	5	175	85	5	4	3	2	3	1	NA	3	3	4	4	1	4	5	9	6	6	8	49	10	10	15	NA	NA	NA	12	21	4	3	1	8	4	4	4	185	90	5	4	4	2	3	1	NA	3	3	4	3	2	5	8	12	7	9	11	36		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_9oazipeFZUb0DK5	62	NA	NA	2	NA	NA	NA	NA	4	1	0	24	1	6	5	2	4	6	179	70	6	5	3	2	3	1	NA	2	1	4	2	2	2	13	9	9	5	7	47	11	15	21	NA	NA	NA	12	17	8	7	1	3	2	2	5	180	115	3	5	5	2	2	1	NA	3	2	6	6	2	4	2	7	10	9	3	27		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_djpBxdTx8xqzF6R	28	1	0	1	NA	NA	NA	NA	3	1	0	18	8	7	3	5	1	6	175	90	6	5	2	1	1	1	NA	3	4	4	4	5	4	3	2	11	7	4	67	9	21	22	NA	NA	NA	12	18	6	2	4	9	4	NA	5	170	55	4	4	4	1	3	1	NA	4	2	2	1	5	3	9	13	13	7	12	35		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_eu0nRnCPsbXu55b	21	NA	NA	2	NA	NA	NA	NA	1	2	0	21	6	7	5	6	2	3	167	85	2	4	5	2	2	1	NA	3	1	3	5	6	2	14	3	14	10	7	73	14	12	34	NA	NA	NA	10	12	5	3	5	4	1	3	6	175	65	7	5	3	2	6	1	NA	3	2	5	2	2	3	7	12	12	11	7	36		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_bqqd6Igy2eY687j	19	24	0	1	NA	NA	NA	NA	3	2	0	19	5	3	1	7	4	1	190	113	2	5	4	2	1	1	NA	3	1	6	6	1	5	12	2	11	4	13	76	25	6	26	NA	NA	NA	11	9	4	3	5	6	3	3	6	185	101	6	6	2	1	2	1	NA	3	1	6	4	1	1	12	12	3	3	13	52		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_3IUXXkUFymxSpWB	20	47	0	1	NA	NA	NA	NA	1	3	0	20	5	2	5	6	3	5	177	80	5	4	2	1	1	1	NA	3	1	3	3	3	4	13	7	8	10	7	52	11	10	21	NA	NA	NA	7	21	5	3	5	6	3	2	5	174	85	5	5	4	2	3	1	NA	4	2	5	4	5	3	13	11	8	10	10	40		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_74bA0oxIXuVz3YF	25	36	24	1	NA	NA	NA	NA	3	2	0	20	5	2	5	6	4	5	181	95	5	5	5	2	2	1	NA	3	1	3	5	3	2	10	4	4	6	8	30	18	10	12	NA	NA	NA	10	17	2	6	5	9	3	3	4	186	96	5	5	3	2	2	1	NA	3	4	5	4	3	5	10	5	9	8	10	77		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_4HK1e6rFDFNAqUJ	21	55	0	1	NA	NA	NA	NA	1	1	0	21	6	3	1	9	3	5	185	100	5	6	2	2	2	1	NA	2	1	5	3	2	3	11	9	14	13	5	45	8	17	15	NA	NA	NA	19	21	1	6	7	8	3	2	5	174	77	6	6	3	1	2	1	NA	4	2	6	3	4	2	11	12	14	12	11	38		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_cIW2QTPtlMKsTvn	25	NA	NA	2	NA	NA	NA	NA	3	1	0	19	3	7	5	3	3	6	180	75	6	5	4	2	2	1	NA	2	2	5	4	3	1	13	9	14	7	11	57	11	13	18	NA	NA	NA	10	19	2	3	5	6	4	2	5	180	85	5	5	4	1	2	1	NA	3	1	5	4	4	2	11	9	4	7	8	55		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_a3R7uyTzitmgc7j	28	78	70	1	NA	NA	NA	NA	3	2	0	19	1	7	5	4	3	4	182	78	4	5	4	2	8	1	NA	3	1	3	3	1	1	4	13	14	13	10	21	9	23	13	NA	NA	NA	19	19	1	1	5	6	2	2	4	182	90	4	6	4	2	3	1	NA	2	3	3	4	1	3	7	12	11	12	13	43		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_cFPPvXtQoW9W5nf	32	46	30	1	NA	NA	NA	NA	2	2	0	21	8	2	1	5	3	5	178	88	6	6	2	1	1	1	NA	3	1	5	4	4	4	10	13	14	13	9	31	8	19	14	NA	NA	NA	15	17	5	7	1	6	3	4	2	180	90	6	6	4	2	3	1	NA	3	2	5	6	3	2	11	12	14	11	9	27		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_ahl0tGVyjZRs4Dz	28	90	48	1	NA	NA	NA	NA	3	2	0	15	6	7	4	6	3	4	173	79	7	6	2	1	2	1	NA	2	4	3	4	3	2	7	14	8	10	12	36	8	24	10	NA	NA	NA	19	19	4	7	4	3	2	2	5	173	74	6	6	3	2	3	1	NA	3	1	3	3	3	3	8	14	9	12	10	48		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_1HOrtUG4qVz0Wjz	25	6	0	1	NA	NA	NA	NA	2	2	0	25	5	3	5	9	4	5	175	67	5	4	4	2	3	1	NA	3	4	3	2	4	2	8	9	6	4	7	32	9	18	13	NA	NA	NA	9	20	5	7	5	6	2	2	3	173	115	3	3	4	2	3	1	NA	4	1	4	7	4	3	12	7	8	9	8	76		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_9v5mSSB6IbBzq3X	25	161	1	1	NA	NA	NA	NA	1	1	0	17	8	3	5	4	3	3	182	85	5	4	2	1	2	1	NA	4	1	3	2	3	2	10	7	12	2	6	57	8	18	17	NA	NA	NA	19	20	1	7	1	6	3	2	4	184	85	4	5	2	1	2	1	NA	3	2	4	4	3	4	12	12	8	12	8	44		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
